"DateMonth","Category","PdDistrict","Count"
"2006-11","SUICIDE","CENTRAL",1
"2006-11","SUSPICIOUS OCC","CENTRAL",40
"2006-11","TRESPASS","CENTRAL",11
"2006-11","VANDALISM","CENTRAL",47
"2006-11","VEHICLE THEFT","CENTRAL",42
"2006-11","WARRANTS","CENTRAL",28
"2006-11","WEAPON LAWS","CENTRAL",3
"2006-11","ARSON","INGLESIDE",1
"2006-11","ASSAULT","INGLESIDE",107
"2006-11","BRIBERY","INGLESIDE",2
"2006-11","BURGLARY","INGLESIDE",59
"2006-11","DISORDERLY CONDUCT","INGLESIDE",2
"2006-11","DRIVING UNDER THE INFLUENCE","INGLESIDE",2
"2006-11","DRUG/NARCOTIC","INGLESIDE",24
"2006-11","DRUNKENNESS","INGLESIDE",2
"2006-11","EMBEZZLEMENT","INGLESIDE",3
"2006-11","FAMILY OFFENSES","INGLESIDE",3
"2006-11","FORGERY/COUNTERFEITING","INGLESIDE",25
"2006-11","FRAUD","INGLESIDE",14
"2006-11","KIDNAPPING","INGLESIDE",8
"2006-11","LARCENY/THEFT","INGLESIDE",122
"2006-11","LOITERING","INGLESIDE",1
"2006-11","MISSING PERSON","INGLESIDE",48
"2006-11","NON-CRIMINAL","INGLESIDE",86
"2006-11","OTHER OFFENSES","INGLESIDE",175
"2006-11","PROSTITUTION","INGLESIDE",1
"2006-11","RECOVERED VEHICLE","INGLESIDE",26
"2006-11","ROBBERY","INGLESIDE",42
"2006-11","RUNAWAY","INGLESIDE",3
"2006-11","SECONDARY CODES","INGLESIDE",18
"2006-11","SEX OFFENSES, FORCIBLE","INGLESIDE",9
"2006-11","STOLEN PROPERTY","INGLESIDE",2
"2006-11","SUICIDE","INGLESIDE",2
"2006-11","SUSPICIOUS OCC","INGLESIDE",38
"2006-11","TRESPASS","INGLESIDE",5
"2006-11","VANDALISM","INGLESIDE",93
"2006-11","VEHICLE THEFT","INGLESIDE",113
"2006-11","WARRANTS","INGLESIDE",22
"2006-11","WEAPON LAWS","INGLESIDE",13
"2006-11","ARSON","MISSION",2
"2006-11","ASSAULT","MISSION",109
"2006-11","BRIBERY","MISSION",1
"2006-11","BURGLARY","MISSION",78
"2006-11","DISORDERLY CONDUCT","MISSION",21
"2006-11","DRIVING UNDER THE INFLUENCE","MISSION",4
"2006-11","DRUG/NARCOTIC","MISSION",140
"2006-11","DRUNKENNESS","MISSION",7
"2006-11","EMBEZZLEMENT","MISSION",2
"2006-11","FAMILY OFFENSES","MISSION",3
"2006-11","FORGERY/COUNTERFEITING","MISSION",21
"2006-11","FRAUD","MISSION",22
"2006-11","LARCENY/THEFT","MISSION",175
"2006-11","LIQUOR LAWS","MISSION",6
"2006-11","LOITERING","MISSION",1
"2006-11","MISSING PERSON","MISSION",54
"2006-11","NON-CRIMINAL","MISSION",156
"2006-11","OTHER OFFENSES","MISSION",222
"2006-11","PROSTITUTION","MISSION",70
"2006-11","RECOVERED VEHICLE","MISSION",11
"2006-11","ROBBERY","MISSION",46
"2006-11","RUNAWAY","MISSION",4
"2006-11","SECONDARY CODES","MISSION",10
"2006-11","SEX OFFENSES, FORCIBLE","MISSION",5
"2006-11","STOLEN PROPERTY","MISSION",5
"2006-11","SUICIDE","MISSION",1
"2006-11","SUSPICIOUS OCC","MISSION",39
"2006-11","TRESPASS","MISSION",16
"2006-11","VANDALISM","MISSION",71
"2006-11","VEHICLE THEFT","MISSION",89
"2006-11","WARRANTS","MISSION",83
"2006-11","WEAPON LAWS","MISSION",15
"2006-11","ARSON","NORTHERN",1
"2006-11","ASSAULT","NORTHERN",99
"2006-11","BURGLARY","NORTHERN",80
"2006-11","DISORDERLY CONDUCT","NORTHERN",3
"2006-11","DRIVING UNDER THE INFLUENCE","NORTHERN",4
"2006-11","DRUG/NARCOTIC","NORTHERN",79
"2006-11","DRUNKENNESS","NORTHERN",5
"2006-11","EMBEZZLEMENT","NORTHERN",1
"2006-11","FORGERY/COUNTERFEITING","NORTHERN",19
"2006-11","FRAUD","NORTHERN",20
"2006-11","KIDNAPPING","NORTHERN",1
"2006-11","LARCENY/THEFT","NORTHERN",411
"2006-11","LIQUOR LAWS","NORTHERN",2
"2006-11","MISSING PERSON","NORTHERN",23
"2006-11","NON-CRIMINAL","NORTHERN",127
"2006-11","OTHER OFFENSES","NORTHERN",151
"2006-11","PROSTITUTION","NORTHERN",54
"2006-11","RECOVERED VEHICLE","NORTHERN",5
"2006-11","ROBBERY","NORTHERN",34
"2006-11","SECONDARY CODES","NORTHERN",14
"2006-11","SEX OFFENSES, FORCIBLE","NORTHERN",6
"2006-11","SEX OFFENSES, NON FORCIBLE","NORTHERN",1
"2006-11","STOLEN PROPERTY","NORTHERN",3
"2006-11","SUSPICIOUS OCC","NORTHERN",37
"2006-11","TRESPASS","NORTHERN",7
"2006-11","VANDALISM","NORTHERN",80
"2006-11","VEHICLE THEFT","NORTHERN",59
"2006-11","WARRANTS","NORTHERN",61
"2006-11","WEAPON LAWS","NORTHERN",14
"2006-11","ARSON","PARK",1
"2006-11","ASSAULT","PARK",41
"2006-11","BURGLARY","PARK",50
"2006-11","DISORDERLY CONDUCT","PARK",1
"2006-11","DRIVING UNDER THE INFLUENCE","PARK",2
"2006-11","DRUG/NARCOTIC","PARK",23
"2006-11","DRUNKENNESS","PARK",4
"2006-11","EMBEZZLEMENT","PARK",2
"2006-11","FORGERY/COUNTERFEITING","PARK",5
"2006-11","FRAUD","PARK",5
"2006-11","LARCENY/THEFT","PARK",98
"2006-11","LIQUOR LAWS","PARK",2
"2006-11","MISSING PERSON","PARK",32
"2006-11","NON-CRIMINAL","PARK",49
"2006-11","OTHER OFFENSES","PARK",91
"2006-11","RECOVERED VEHICLE","PARK",4
"2006-11","ROBBERY","PARK",7
"2006-11","RUNAWAY","PARK",7
"2006-11","SECONDARY CODES","PARK",7
"2006-11","SEX OFFENSES, FORCIBLE","PARK",4
"2006-11","STOLEN PROPERTY","PARK",1
"2006-11","SUICIDE","PARK",1
"2006-11","SUSPICIOUS OCC","PARK",14
"2006-11","TRESPASS","PARK",8
"2006-11","VANDALISM","PARK",42
"2006-11","VEHICLE THEFT","PARK",32
"2006-11","WARRANTS","PARK",35
"2006-11","WEAPON LAWS","PARK",6
"2006-11","ARSON","RICHMOND",2
"2006-11","ASSAULT","RICHMOND",24
"2006-11","BURGLARY","RICHMOND",31
"2006-11","DRIVING UNDER THE INFLUENCE","RICHMOND",3
"2006-11","DRUG/NARCOTIC","RICHMOND",19
"2006-11","DRUNKENNESS","RICHMOND",1
"2006-11","EXTORTION","RICHMOND",1
"2006-11","FORGERY/COUNTERFEITING","RICHMOND",6
"2006-11","FRAUD","RICHMOND",11
"2006-11","KIDNAPPING","RICHMOND",4
"2006-11","LARCENY/THEFT","RICHMOND",98
"2006-11","MISSING PERSON","RICHMOND",19
"2006-11","NON-CRIMINAL","RICHMOND",64
"2006-11","OTHER OFFENSES","RICHMOND",44
"2006-11","ROBBERY","RICHMOND",14
"2006-11","RUNAWAY","RICHMOND",4
"2006-11","SECONDARY CODES","RICHMOND",9
"2006-11","STOLEN PROPERTY","RICHMOND",1
"2006-11","SUSPICIOUS OCC","RICHMOND",29
"2006-11","TRESPASS","RICHMOND",1
"2006-11","VANDALISM","RICHMOND",32
"2006-11","VEHICLE THEFT","RICHMOND",35
"2006-11","WARRANTS","RICHMOND",16
"2006-11","WEAPON LAWS","RICHMOND",2
"2006-11","ASSAULT","SOUTHERN",144
"2006-11","BAD CHECKS","SOUTHERN",1
"2006-11","BURGLARY","SOUTHERN",87
"2006-11","DISORDERLY CONDUCT","SOUTHERN",8
"2006-11","DRIVING UNDER THE INFLUENCE","SOUTHERN",2
"2006-11","DRUG/NARCOTIC","SOUTHERN",119
"2006-11","DRUNKENNESS","SOUTHERN",15
"2006-11","EMBEZZLEMENT","SOUTHERN",8
"2006-11","FORGERY/COUNTERFEITING","SOUTHERN",37
"2006-11","FRAUD","SOUTHERN",29
"2006-11","KIDNAPPING","SOUTHERN",7
"2006-11","LARCENY/THEFT","SOUTHERN",536
"2006-11","LIQUOR LAWS","SOUTHERN",2
"2006-11","MISSING PERSON","SOUTHERN",25
"2006-11","NON-CRIMINAL","SOUTHERN",228
"2006-11","OTHER OFFENSES","SOUTHERN",214
"2006-11","PROSTITUTION","SOUTHERN",2
"2006-11","RECOVERED VEHICLE","SOUTHERN",5
"2006-11","ROBBERY","SOUTHERN",61
"2006-11","RUNAWAY","SOUTHERN",3
"2006-11","SECONDARY CODES","SOUTHERN",8
"2006-11","SEX OFFENSES, FORCIBLE","SOUTHERN",12
"2006-11","STOLEN PROPERTY","SOUTHERN",14
"2006-11","SUSPICIOUS OCC","SOUTHERN",71
"2006-11","TRESPASS","SOUTHERN",21
"2006-11","VANDALISM","SOUTHERN",64
"2006-11","VEHICLE THEFT","SOUTHERN",56
"2006-11","WARRANTS","SOUTHERN",121
"2006-11","WEAPON LAWS","SOUTHERN",6
"2006-11","ARSON","TARAVAL",1
"2006-11","ASSAULT","TARAVAL",68
"2006-11","BAD CHECKS","TARAVAL",2
"2006-11","BURGLARY","TARAVAL",69
"2006-11","DISORDERLY CONDUCT","TARAVAL",5
"2006-11","DRUG/NARCOTIC","TARAVAL",14
"2006-11","DRUNKENNESS","TARAVAL",5
"2006-11","EMBEZZLEMENT","TARAVAL",2
"2006-11","FAMILY OFFENSES","TARAVAL",1
"2006-11","FORGERY/COUNTERFEITING","TARAVAL",19
"2006-11","FRAUD","TARAVAL",12
"2006-11","KIDNAPPING","TARAVAL",2
"2006-11","LARCENY/THEFT","TARAVAL",182
"2006-11","MISSING PERSON","TARAVAL",90
"2006-11","NON-CRIMINAL","TARAVAL",60
"2006-11","OTHER OFFENSES","TARAVAL",75
"2006-11","PROSTITUTION","TARAVAL",1
"2006-11","RECOVERED VEHICLE","TARAVAL",9
"2006-11","ROBBERY","TARAVAL",28
"2006-11","RUNAWAY","TARAVAL",15
"2006-11","SECONDARY CODES","TARAVAL",7
"2006-11","SEX OFFENSES, FORCIBLE","TARAVAL",4
"2006-11","SUSPICIOUS OCC","TARAVAL",46
"2006-11","TRESPASS","TARAVAL",5
"2006-11","VANDALISM","TARAVAL",69
"2006-11","VEHICLE THEFT","TARAVAL",88
"2006-11","WARRANTS","TARAVAL",12
"2006-11","WEAPON LAWS","TARAVAL",4
"2006-11","ASSAULT","TENDERLOIN",78
"2006-11","BURGLARY","TENDERLOIN",23
"2006-11","DISORDERLY CONDUCT","TENDERLOIN",1
"2006-11","DRIVING UNDER THE INFLUENCE","TENDERLOIN",2
"2006-11","DRUG/NARCOTIC","TENDERLOIN",260
"2006-11","DRUNKENNESS","TENDERLOIN",3
"2006-11","EMBEZZLEMENT","TENDERLOIN",4
"2006-11","FORGERY/COUNTERFEITING","TENDERLOIN",7
"2006-11","FRAUD","TENDERLOIN",14
"2006-11","KIDNAPPING","TENDERLOIN",1
"2006-11","LARCENY/THEFT","TENDERLOIN",139
"2006-11","LIQUOR LAWS","TENDERLOIN",2
"2006-11","MISSING PERSON","TENDERLOIN",7
"2006-11","NON-CRIMINAL","TENDERLOIN",97
"2006-11","OTHER OFFENSES","TENDERLOIN",128
"2006-11","PROSTITUTION","TENDERLOIN",3
"2006-11","RECOVERED VEHICLE","TENDERLOIN",5
"2006-11","ROBBERY","TENDERLOIN",24
"2006-11","SECONDARY CODES","TENDERLOIN",3
"2006-11","SEX OFFENSES, FORCIBLE","TENDERLOIN",1
"2006-11","STOLEN PROPERTY","TENDERLOIN",4
"2006-11","SUSPICIOUS OCC","TENDERLOIN",20
"2006-11","TRESPASS","TENDERLOIN",9
"2006-11","VANDALISM","TENDERLOIN",15
"2006-11","VEHICLE THEFT","TENDERLOIN",10
"2006-11","WARRANTS","TENDERLOIN",94
"2006-11","WEAPON LAWS","TENDERLOIN",8
"2006-12","ARSON","BAYVIEW",6
"2006-12","ASSAULT","BAYVIEW",103
"2006-12","BAD CHECKS","BAYVIEW",1
"2006-12","BRIBERY","BAYVIEW",2
"2006-12","BURGLARY","BAYVIEW",40
"2006-12","DRIVING UNDER THE INFLUENCE","BAYVIEW",1
"2006-12","DRUG/NARCOTIC","BAYVIEW",64
"2006-12","DRUNKENNESS","BAYVIEW",1
"2006-12","EMBEZZLEMENT","BAYVIEW",1
"2006-12","FAMILY OFFENSES","BAYVIEW",4
"2006-12","FORGERY/COUNTERFEITING","BAYVIEW",17
"2006-12","FRAUD","BAYVIEW",12
"2006-12","KIDNAPPING","BAYVIEW",4
"2006-12","LARCENY/THEFT","BAYVIEW",100
"2006-12","LIQUOR LAWS","BAYVIEW",1
"2006-12","MISSING PERSON","BAYVIEW",118
"2006-12","NON-CRIMINAL","BAYVIEW",72
"2006-12","OTHER OFFENSES","BAYVIEW",200
"2006-12","PROSTITUTION","BAYVIEW",1
"2006-12","RECOVERED VEHICLE","BAYVIEW",21
"2006-12","ROBBERY","BAYVIEW",43
"2006-12","RUNAWAY","BAYVIEW",6
"2006-12","SECONDARY CODES","BAYVIEW",7
"2006-12","SEX OFFENSES, FORCIBLE","BAYVIEW",5
"2006-12","SUICIDE","BAYVIEW",2
"2006-12","SUSPICIOUS OCC","BAYVIEW",46
"2006-12","TRESPASS","BAYVIEW",8
"2006-12","VANDALISM","BAYVIEW",52
"2006-12","VEHICLE THEFT","BAYVIEW",73
"2006-12","WARRANTS","BAYVIEW",58
"2006-12","WEAPON LAWS","BAYVIEW",31
"2006-12","ARSON","CENTRAL",1
"2006-12","ASSAULT","CENTRAL",74
"2006-12","BAD CHECKS","CENTRAL",1
"2006-12","BURGLARY","CENTRAL",62
"2006-12","DISORDERLY CONDUCT","CENTRAL",4
"2006-12","DRIVING UNDER THE INFLUENCE","CENTRAL",3
"2006-12","DRUG/NARCOTIC","CENTRAL",21
"2006-12","DRUNKENNESS","CENTRAL",9
"2006-12","EMBEZZLEMENT","CENTRAL",3
"2006-12","EXTORTION","CENTRAL",1
"2006-12","FORGERY/COUNTERFEITING","CENTRAL",26
"2006-12","FRAUD","CENTRAL",20
"2006-12","KIDNAPPING","CENTRAL",2
"2006-12","LARCENY/THEFT","CENTRAL",285
"2006-12","LIQUOR LAWS","CENTRAL",4
"2006-12","LOITERING","CENTRAL",1
"2006-12","MISSING PERSON","CENTRAL",16
"2006-12","NON-CRIMINAL","CENTRAL",122
"2006-12","OTHER OFFENSES","CENTRAL",81
"2006-12","PROSTITUTION","CENTRAL",21
"2006-12","RECOVERED VEHICLE","CENTRAL",2
"2006-12","ROBBERY","CENTRAL",19
"2006-12","SECONDARY CODES","CENTRAL",6
"2006-12","SEX OFFENSES, FORCIBLE","CENTRAL",4
"2006-12","STOLEN PROPERTY","CENTRAL",4
"2006-12","SUSPICIOUS OCC","CENTRAL",42
"2006-12","TRESPASS","CENTRAL",18
"2006-12","VANDALISM","CENTRAL",44
"2006-12","VEHICLE THEFT","CENTRAL",50
"2006-12","WARRANTS","CENTRAL",28
"2006-12","WEAPON LAWS","CENTRAL",6
"2006-12","ARSON","INGLESIDE",4
"2006-12","ASSAULT","INGLESIDE",113
"2006-12","BRIBERY","INGLESIDE",1
"2006-12","BURGLARY","INGLESIDE",56
"2006-12","DRIVING UNDER THE INFLUENCE","INGLESIDE",3
"2006-12","DRUG/NARCOTIC","INGLESIDE",30
"2006-12","DRUNKENNESS","INGLESIDE",3
"2006-12","EMBEZZLEMENT","INGLESIDE",1
"2006-12","FORGERY/COUNTERFEITING","INGLESIDE",21
"2006-12","FRAUD","INGLESIDE",18
"2006-12","KIDNAPPING","INGLESIDE",6
"2006-12","LARCENY/THEFT","INGLESIDE",172
"2006-12","LOITERING","INGLESIDE",1
"2006-12","MISSING PERSON","INGLESIDE",46
"2006-12","NON-CRIMINAL","INGLESIDE",101
"2006-12","OTHER OFFENSES","INGLESIDE",166
"2006-12","RECOVERED VEHICLE","INGLESIDE",27
"2006-12","ROBBERY","INGLESIDE",22
"2006-12","RUNAWAY","INGLESIDE",3
"2006-12","SECONDARY CODES","INGLESIDE",10
"2006-12","SEX OFFENSES, FORCIBLE","INGLESIDE",4
"2006-12","STOLEN PROPERTY","INGLESIDE",3
"2006-12","SUSPICIOUS OCC","INGLESIDE",46
"2006-12","TRESPASS","INGLESIDE",1
"2006-12","VANDALISM","INGLESIDE",102
"2006-12","VEHICLE THEFT","INGLESIDE",100
"2006-12","WARRANTS","INGLESIDE",30
"2006-12","WEAPON LAWS","INGLESIDE",19
"2006-12","ARSON","MISSION",1
"2006-12","ASSAULT","MISSION",111
"2006-12","BAD CHECKS","MISSION",2
"2006-12","BURGLARY","MISSION",72
"2006-12","DISORDERLY CONDUCT","MISSION",10
"2006-12","DRIVING UNDER THE INFLUENCE","MISSION",2
"2006-12","DRUG/NARCOTIC","MISSION",119
"2006-12","DRUNKENNESS","MISSION",14
"2006-12","EMBEZZLEMENT","MISSION",3
"2006-12","FORGERY/COUNTERFEITING","MISSION",27
"2006-12","FRAUD","MISSION",27
"2006-12","KIDNAPPING","MISSION",1
"2006-12","LARCENY/THEFT","MISSION",168
"2006-12","LIQUOR LAWS","MISSION",7
"2006-12","MISSING PERSON","MISSION",40
"2006-12","NON-CRIMINAL","MISSION",158
"2006-12","OTHER OFFENSES","MISSION",197
"2006-12","PROSTITUTION","MISSION",48
"2006-12","RECOVERED VEHICLE","MISSION",15
"2006-12","ROBBERY","MISSION",47
"2006-12","RUNAWAY","MISSION",2
"2006-12","SECONDARY CODES","MISSION",9
"2006-12","SEX OFFENSES, FORCIBLE","MISSION",6
"2006-12","STOLEN PROPERTY","MISSION",4
"2006-12","SUSPICIOUS OCC","MISSION",50
"2006-12","TRESPASS","MISSION",13
"2006-12","VANDALISM","MISSION",62
"2006-12","VEHICLE THEFT","MISSION",74
"2006-12","WARRANTS","MISSION",60
"2006-12","WEAPON LAWS","MISSION",12
"2006-12","ASSAULT","NORTHERN",99
"2006-12","BURGLARY","NORTHERN",84
"2006-12","DISORDERLY CONDUCT","NORTHERN",5
"2006-12","DRUG/NARCOTIC","NORTHERN",62
"2006-12","DRUNKENNESS","NORTHERN",7
"2006-12","EMBEZZLEMENT","NORTHERN",1
"2006-12","FORGERY/COUNTERFEITING","NORTHERN",26
"2006-12","FRAUD","NORTHERN",29
"2006-12","KIDNAPPING","NORTHERN",2
"2006-12","LARCENY/THEFT","NORTHERN",398
"2006-12","LIQUOR LAWS","NORTHERN",2
"2006-12","LOITERING","NORTHERN",1
"2006-12","MISSING PERSON","NORTHERN",19
"2006-12","NON-CRIMINAL","NORTHERN",119
"2006-12","OTHER OFFENSES","NORTHERN",169
"2006-12","PROSTITUTION","NORTHERN",23
"2006-12","RECOVERED VEHICLE","NORTHERN",14
"2006-12","ROBBERY","NORTHERN",27
"2006-12","RUNAWAY","NORTHERN",3
"2006-12","SECONDARY CODES","NORTHERN",9
"2006-12","SEX OFFENSES, FORCIBLE","NORTHERN",7
"2006-12","STOLEN PROPERTY","NORTHERN",9
"2006-12","SUICIDE","NORTHERN",3
"2006-12","SUSPICIOUS OCC","NORTHERN",45
"2006-12","TRESPASS","NORTHERN",8
"2006-12","VANDALISM","NORTHERN",75
"2006-12","VEHICLE THEFT","NORTHERN",69
"2006-12","WARRANTS","NORTHERN",52
"2006-12","WEAPON LAWS","NORTHERN",15
"2006-12","ASSAULT","PARK",38
"2006-12","BRIBERY","PARK",1
"2006-12","BURGLARY","PARK",72
"2006-12","DISORDERLY CONDUCT","PARK",5
"2006-12","DRIVING UNDER THE INFLUENCE","PARK",1
"2006-12","DRUG/NARCOTIC","PARK",24
"2006-12","DRUNKENNESS","PARK",7
"2006-12","EMBEZZLEMENT","PARK",1
"2006-12","FORGERY/COUNTERFEITING","PARK",8
"2006-12","FRAUD","PARK",9
"2006-12","LARCENY/THEFT","PARK",103
"2006-12","LIQUOR LAWS","PARK",2
"2006-12","MISSING PERSON","PARK",30
"2006-12","NON-CRIMINAL","PARK",63
"2006-12","OTHER OFFENSES","PARK",84
"2006-12","RECOVERED VEHICLE","PARK",3
"2006-12","ROBBERY","PARK",11
"2006-12","RUNAWAY","PARK",8
"2006-12","SECONDARY CODES","PARK",4
"2006-12","SEX OFFENSES, FORCIBLE","PARK",1
"2006-12","STOLEN PROPERTY","PARK",1
"2006-12","SUSPICIOUS OCC","PARK",21
"2006-12","TRESPASS","PARK",6
"2006-12","VANDALISM","PARK",46
"2006-12","VEHICLE THEFT","PARK",43
"2006-12","WARRANTS","PARK",20
"2006-12","WEAPON LAWS","PARK",4
"2006-12","ASSAULT","RICHMOND",38
"2006-12","BAD CHECKS","RICHMOND",2
"2006-12","BURGLARY","RICHMOND",29
"2006-12","DISORDERLY CONDUCT","RICHMOND",2
"2006-12","DRIVING UNDER THE INFLUENCE","RICHMOND",4
"2006-12","DRUG/NARCOTIC","RICHMOND",6
"2006-12","FAMILY OFFENSES","RICHMOND",2
"2006-12","FORGERY/COUNTERFEITING","RICHMOND",13
"2006-12","FRAUD","RICHMOND",11
"2006-12","KIDNAPPING","RICHMOND",3
"2006-12","LARCENY/THEFT","RICHMOND",96
"2006-12","MISSING PERSON","RICHMOND",28
"2006-12","NON-CRIMINAL","RICHMOND",46
"2006-12","OTHER OFFENSES","RICHMOND",36
"2006-12","RECOVERED VEHICLE","RICHMOND",2
"2006-12","ROBBERY","RICHMOND",8
"2006-12","RUNAWAY","RICHMOND",1
"2006-12","SECONDARY CODES","RICHMOND",6
"2006-12","STOLEN PROPERTY","RICHMOND",3
"2006-12","SUSPICIOUS OCC","RICHMOND",36
"2006-12","TRESPASS","RICHMOND",1
"2006-12","VANDALISM","RICHMOND",39
"2006-12","VEHICLE THEFT","RICHMOND",52
"2006-12","WARRANTS","RICHMOND",9
"2006-12","WEAPON LAWS","RICHMOND",2
"2006-12","ARSON","SOUTHERN",2
"2006-12","ASSAULT","SOUTHERN",138
"2006-12","BAD CHECKS","SOUTHERN",5
"2006-12","BURGLARY","SOUTHERN",87
"2006-12","DISORDERLY CONDUCT","SOUTHERN",5
"2006-12","DRIVING UNDER THE INFLUENCE","SOUTHERN",4
"2006-12","DRUG/NARCOTIC","SOUTHERN",113
"2006-12","DRUNKENNESS","SOUTHERN",7
"2006-12","EMBEZZLEMENT","SOUTHERN",8
"2006-12","FORGERY/COUNTERFEITING","SOUTHERN",28
"2006-12","FRAUD","SOUTHERN",40
"2006-12","KIDNAPPING","SOUTHERN",5
"2006-12","LARCENY/THEFT","SOUTHERN",534
"2006-12","LIQUOR LAWS","SOUTHERN",3
"2006-12","MISSING PERSON","SOUTHERN",34
"2006-12","NON-CRIMINAL","SOUTHERN",243
"2006-12","OTHER OFFENSES","SOUTHERN",196
"2006-12","PROSTITUTION","SOUTHERN",1
"2006-12","RECOVERED VEHICLE","SOUTHERN",8
"2006-12","ROBBERY","SOUTHERN",49
"2006-12","RUNAWAY","SOUTHERN",4
"2006-12","SECONDARY CODES","SOUTHERN",9
"2006-12","SEX OFFENSES, FORCIBLE","SOUTHERN",6
"2006-12","STOLEN PROPERTY","SOUTHERN",5
"2006-12","SUICIDE","SOUTHERN",1
"2006-12","SUSPICIOUS OCC","SOUTHERN",52
"2006-12","TRESPASS","SOUTHERN",21
"2006-12","VANDALISM","SOUTHERN",69
"2006-12","VEHICLE THEFT","SOUTHERN",56
"2006-12","WARRANTS","SOUTHERN",89
"2006-12","WEAPON LAWS","SOUTHERN",9
"2006-12","ASSAULT","TARAVAL",59
"2006-12","BRIBERY","TARAVAL",1
"2006-12","BURGLARY","TARAVAL",53
"2006-12","DISORDERLY CONDUCT","TARAVAL",1
"2006-12","DRIVING UNDER THE INFLUENCE","TARAVAL",1
"2006-12","DRUG/NARCOTIC","TARAVAL",14
"2006-12","DRUNKENNESS","TARAVAL",3
"2006-12","EMBEZZLEMENT","TARAVAL",2
"2006-12","EXTORTION","TARAVAL",2
"2006-12","FAMILY OFFENSES","TARAVAL",1
"2006-12","FORGERY/COUNTERFEITING","TARAVAL",21
"2006-12","FRAUD","TARAVAL",18
"2006-12","GAMBLING","TARAVAL",1
"2006-12","KIDNAPPING","TARAVAL",3
"2006-12","LARCENY/THEFT","TARAVAL",186
"2006-12","MISSING PERSON","TARAVAL",62
"2006-12","NON-CRIMINAL","TARAVAL",90
"2006-12","OTHER OFFENSES","TARAVAL",85
"2006-12","PROSTITUTION","TARAVAL",1
"2006-12","RECOVERED VEHICLE","TARAVAL",8
"2006-12","ROBBERY","TARAVAL",16
"2006-12","RUNAWAY","TARAVAL",7
"2006-12","SECONDARY CODES","TARAVAL",9
"2006-12","SEX OFFENSES, FORCIBLE","TARAVAL",4
"2006-12","SUSPICIOUS OCC","TARAVAL",45
"2006-12","TRESPASS","TARAVAL",4
"2006-12","VANDALISM","TARAVAL",80
"2006-12","VEHICLE THEFT","TARAVAL",85
"2006-12","WARRANTS","TARAVAL",16
"2006-12","WEAPON LAWS","TARAVAL",10
"2006-12","ASSAULT","TENDERLOIN",105
"2006-12","BRIBERY","TENDERLOIN",1
"2006-12","BURGLARY","TENDERLOIN",25
"2006-12","DRIVING UNDER THE INFLUENCE","TENDERLOIN",2
"2006-12","DRUG/NARCOTIC","TENDERLOIN",227
"2006-12","DRUNKENNESS","TENDERLOIN",2
"2006-12","EMBEZZLEMENT","TENDERLOIN",2
"2006-12","FORGERY/COUNTERFEITING","TENDERLOIN",11
"2006-12","FRAUD","TENDERLOIN",13
"2006-12","KIDNAPPING","TENDERLOIN",1
"2006-12","LARCENY/THEFT","TENDERLOIN",125
"2006-12","LIQUOR LAWS","TENDERLOIN",3
"2006-12","MISSING PERSON","TENDERLOIN",10
"2006-12","NON-CRIMINAL","TENDERLOIN",90
"2006-12","OTHER OFFENSES","TENDERLOIN",134
"2006-12","PROSTITUTION","TENDERLOIN",5
"2006-12","RECOVERED VEHICLE","TENDERLOIN",5
"2006-12","ROBBERY","TENDERLOIN",20
"2006-12","SECONDARY CODES","TENDERLOIN",6
"2006-12","SEX OFFENSES, FORCIBLE","TENDERLOIN",3
"2006-12","STOLEN PROPERTY","TENDERLOIN",3
"2006-12","SUSPICIOUS OCC","TENDERLOIN",28
"2006-12","TRESPASS","TENDERLOIN",8
"2006-12","VANDALISM","TENDERLOIN",31
"2006-12","VEHICLE THEFT","TENDERLOIN",11
"2006-12","WARRANTS","TENDERLOIN",71
"2006-12","WEAPON LAWS","TENDERLOIN",8
"2007-01","ARSON","BAYVIEW",7
"2007-01","ASSAULT","BAYVIEW",108
"2007-01","BRIBERY","BAYVIEW",1
"2007-01","BURGLARY","BAYVIEW",68
"2007-01","DISORDERLY CONDUCT","BAYVIEW",2
"2007-01","DRIVING UNDER THE INFLUENCE","BAYVIEW",1
"2007-01","DRUG/NARCOTIC","BAYVIEW",64
"2007-01","DRUNKENNESS","BAYVIEW",2
"2007-01","EMBEZZLEMENT","BAYVIEW",1
"2007-01","EXTORTION","BAYVIEW",1
"2007-01","FORGERY/COUNTERFEITING","BAYVIEW",17
"2007-01","FRAUD","BAYVIEW",8
"2007-01","KIDNAPPING","BAYVIEW",6
"2007-01","LARCENY/THEFT","BAYVIEW",89
"2007-01","LIQUOR LAWS","BAYVIEW",4
"2007-01","MISSING PERSON","BAYVIEW",68
"2007-01","NON-CRIMINAL","BAYVIEW",63
"2007-01","OTHER OFFENSES","BAYVIEW",264
"2007-01","PROSTITUTION","BAYVIEW",1
"2007-01","RECOVERED VEHICLE","BAYVIEW",19
"2007-01","ROBBERY","BAYVIEW",38
"2007-01","RUNAWAY","BAYVIEW",3
"2007-01","SECONDARY CODES","BAYVIEW",19
"2007-01","SEX OFFENSES, FORCIBLE","BAYVIEW",8
"2007-01","STOLEN PROPERTY","BAYVIEW",5
"2007-01","SUICIDE","BAYVIEW",1
"2007-01","SUSPICIOUS OCC","BAYVIEW",64
