"DateMonth","Category","PdDistrict","Count"
"2003-01","ARSON","BAYVIEW",10
"2003-01","ASSAULT","BAYVIEW",173
"2003-01","BURGLARY","BAYVIEW",72
"2003-01","DISORDERLY CONDUCT","BAYVIEW",6
"2003-01","DRIVING UNDER THE INFLUENCE","BAYVIEW",2
"2003-01","DRUG/NARCOTIC","BAYVIEW",95
"2003-01","DRUNKENNESS","BAYVIEW",4
"2003-01","EMBEZZLEMENT","BAYVIEW",1
"2003-01","FAMILY OFFENSES","BAYVIEW",3
"2003-01","FORGERY/COUNTERFEITING","BAYVIEW",13
"2003-01","FRAUD","BAYVIEW",20
"2003-01","KIDNAPPING","BAYVIEW",5
"2003-01","LARCENY/THEFT","BAYVIEW",142
"2003-01","LIQUOR LAWS","BAYVIEW",1
"2003-01","LOITERING","BAYVIEW",2
"2003-01","MISSING PERSON","BAYVIEW",59
"2003-01","NON-CRIMINAL","BAYVIEW",100
"2003-01","OTHER OFFENSES","BAYVIEW",314
"2003-01","ROBBERY","BAYVIEW",35
"2003-01","RUNAWAY","BAYVIEW",1
"2003-01","SECONDARY CODES","BAYVIEW",25
"2003-01","SEX OFFENSES, FORCIBLE","BAYVIEW",10
"2003-01","STOLEN PROPERTY","BAYVIEW",3
"2003-01","SUICIDE","BAYVIEW",2
"2003-01","SUSPICIOUS OCC","BAYVIEW",35
"2003-01","TRESPASS","BAYVIEW",9
"2003-01","VANDALISM","BAYVIEW",72
"2003-01","VEHICLE THEFT","BAYVIEW",180
"2003-01","WARRANTS","BAYVIEW",110
"2003-01","WEAPON LAWS","BAYVIEW",27
"2003-01","ARSON","CENTRAL",2
"2003-01","ASSAULT","CENTRAL",88
"2003-01","BAD CHECKS","CENTRAL",4
"2003-01","BURGLARY","CENTRAL",45
"2003-01","DISORDERLY CONDUCT","CENTRAL",8
"2003-01","DRUG/NARCOTIC","CENTRAL",26
"2003-01","DRUNKENNESS","CENTRAL",9
"2003-01","EMBEZZLEMENT","CENTRAL",5
"2003-01","FORGERY/COUNTERFEITING","CENTRAL",23
"2003-01","FRAUD","CENTRAL",39
"2003-01","GAMBLING","CENTRAL",3
"2003-01","KIDNAPPING","CENTRAL",4
"2003-01","LARCENY/THEFT","CENTRAL",244
"2003-01","LIQUOR LAWS","CENTRAL",3
"2003-01","LOITERING","CENTRAL",1
"2003-01","MISSING PERSON","CENTRAL",25
"2003-01","NON-CRIMINAL","CENTRAL",125
"2003-01","OTHER OFFENSES","CENTRAL",112
"2003-01","PROSTITUTION","CENTRAL",4
"2003-01","ROBBERY","CENTRAL",30
"2003-01","RUNAWAY","CENTRAL",1
"2003-01","SECONDARY CODES","CENTRAL",8
"2003-01","SEX OFFENSES, FORCIBLE","CENTRAL",5
"2003-01","STOLEN PROPERTY","CENTRAL",9
"2003-01","SUICIDE","CENTRAL",1
"2003-01","SUSPICIOUS OCC","CENTRAL",34
"2003-01","TRESPASS","CENTRAL",14
"2003-01","VANDALISM","CENTRAL",57
"2003-01","VEHICLE THEFT","CENTRAL",110
"2003-01","WARRANTS","CENTRAL",74
"2003-01","WEAPON LAWS","CENTRAL",7
"2003-01","ARSON","INGLESIDE",3
"2003-01","ASSAULT","INGLESIDE",152
"2003-01","BAD CHECKS","INGLESIDE",1
"2003-01","BRIBERY","INGLESIDE",2
"2003-01","BURGLARY","INGLESIDE",73
"2003-01","DISORDERLY CONDUCT","INGLESIDE",1
"2003-01","DRUG/NARCOTIC","INGLESIDE",42
"2003-01","DRUNKENNESS","INGLESIDE",5
"2003-01","EMBEZZLEMENT","INGLESIDE",1
"2003-01","FAMILY OFFENSES","INGLESIDE",2
"2003-01","FORGERY/COUNTERFEITING","INGLESIDE",17
"2003-01","FRAUD","INGLESIDE",33
"2003-01","KIDNAPPING","INGLESIDE",2
"2003-01","LARCENY/THEFT","INGLESIDE",149
"2003-01","LIQUOR LAWS","INGLESIDE",1
"2003-01","MISSING PERSON","INGLESIDE",69
"2003-01","NON-CRIMINAL","INGLESIDE",81
"2003-01","OTHER OFFENSES","INGLESIDE",179
"2003-01","ROBBERY","INGLESIDE",36
"2003-01","RUNAWAY","INGLESIDE",3
"2003-01","SECONDARY CODES","INGLESIDE",21
"2003-01","SEX OFFENSES, FORCIBLE","INGLESIDE",10
"2003-01","SEX OFFENSES, NON FORCIBLE","INGLESIDE",1
"2003-01","STOLEN PROPERTY","INGLESIDE",8
"2003-01","SUICIDE","INGLESIDE",1
"2003-01","SUSPICIOUS OCC","INGLESIDE",41
"2003-01","TRESPASS","INGLESIDE",10
"2003-01","VANDALISM","INGLESIDE",53
"2003-01","VEHICLE THEFT","INGLESIDE",170
"2003-01","WARRANTS","INGLESIDE",55
"2003-01","WEAPON LAWS","INGLESIDE",10
"2003-01","ARSON","MISSION",4
"2003-01","ASSAULT","MISSION",167
"2003-01","BURGLARY","MISSION",61
"2003-01","DISORDERLY CONDUCT","MISSION",20
"2003-01","DRIVING UNDER THE INFLUENCE","MISSION",4
"2003-01","DRUG/NARCOTIC","MISSION",233
"2003-01","DRUNKENNESS","MISSION",8
"2003-01","EMBEZZLEMENT","MISSION",3
"2003-01","FAMILY OFFENSES","MISSION",1
"2003-01","FORGERY/COUNTERFEITING","MISSION",29
"2003-01","FRAUD","MISSION",17
"2003-01","KIDNAPPING","MISSION",2
"2003-01","LARCENY/THEFT","MISSION",232
"2003-01","LIQUOR LAWS","MISSION",5
"2003-01","LOITERING","MISSION",2
"2003-01","MISSING PERSON","MISSION",33
"2003-01","NON-CRIMINAL","MISSION",152
"2003-01","OTHER OFFENSES","MISSION",339
"2003-01","PROSTITUTION","MISSION",97
"2003-01","ROBBERY","MISSION",30
"2003-01","RUNAWAY","MISSION",4
"2003-01","SECONDARY CODES","MISSION",7
"2003-01","SEX OFFENSES, FORCIBLE","MISSION",22
"2003-01","STOLEN PROPERTY","MISSION",11
"2003-01","SUICIDE","MISSION",1
"2003-01","SUSPICIOUS OCC","MISSION",50
"2003-01","TRESPASS","MISSION",23
"2003-01","VANDALISM","MISSION",71
"2003-01","VEHICLE THEFT","MISSION",118
"2003-01","WARRANTS","MISSION",122
"2003-01","WEAPON LAWS","MISSION",14
"2003-01","ASSAULT","NORTHERN",118
"2003-01","BAD CHECKS","NORTHERN",2
"2003-01","BURGLARY","NORTHERN",55
"2003-01","DISORDERLY CONDUCT","NORTHERN",10
"2003-01","DRIVING UNDER THE INFLUENCE","NORTHERN",9
"2003-01","DRUG/NARCOTIC","NORTHERN",93
"2003-01","DRUNKENNESS","NORTHERN",8
"2003-01","EMBEZZLEMENT","NORTHERN",4
"2003-01","EXTORTION","NORTHERN",1
"2003-01","FAMILY OFFENSES","NORTHERN",1
"2003-01","FORGERY/COUNTERFEITING","NORTHERN",23
"2003-01","FRAUD","NORTHERN",31
"2003-01","KIDNAPPING","NORTHERN",1
"2003-01","LARCENY/THEFT","NORTHERN",330
"2003-01","LIQUOR LAWS","NORTHERN",1
"2003-01","LOITERING","NORTHERN",2
"2003-01","MISSING PERSON","NORTHERN",41
"2003-01","NON-CRIMINAL","NORTHERN",145
"2003-01","OTHER OFFENSES","NORTHERN",203
"2003-01","PROSTITUTION","NORTHERN",53
"2003-01","ROBBERY","NORTHERN",36
"2003-01","RUNAWAY","NORTHERN",7
"2003-01","SECONDARY CODES","NORTHERN",12
"2003-01","SEX OFFENSES, FORCIBLE","NORTHERN",9
"2003-01","STOLEN PROPERTY","NORTHERN",9
"2003-01","SUICIDE","NORTHERN",2
"2003-01","SUSPICIOUS OCC","NORTHERN",49
"2003-01","TRESPASS","NORTHERN",12
"2003-01","VANDALISM","NORTHERN",74
"2003-01","VEHICLE THEFT","NORTHERN",132
"2003-01","WARRANTS","NORTHERN",116
"2003-01","WEAPON LAWS","NORTHERN",16
"2003-01","ASSAULT","PARK",46
"2003-01","BURGLARY","PARK",32
"2003-01","DISORDERLY CONDUCT","PARK",8
"2003-01","DRIVING UNDER THE INFLUENCE","PARK",2
"2003-01","DRUG/NARCOTIC","PARK",30
"2003-01","DRUNKENNESS","PARK",16
"2003-01","EMBEZZLEMENT","PARK",1
"2003-01","FORGERY/COUNTERFEITING","PARK",12
"2003-01","FRAUD","PARK",13
"2003-01","LARCENY/THEFT","PARK",119
"2003-01","LIQUOR LAWS","PARK",1
"2003-01","MISSING PERSON","PARK",46
"2003-01","NON-CRIMINAL","PARK",45
"2003-01","OTHER OFFENSES","PARK",104
"2003-01","ROBBERY","PARK",12
"2003-01","RUNAWAY","PARK",13
"2003-01","SECONDARY CODES","PARK",2
"2003-01","SEX OFFENSES, FORCIBLE","PARK",1
"2003-01","STOLEN PROPERTY","PARK",6
"2003-01","SUSPICIOUS OCC","PARK",19
"2003-01","TRESPASS","PARK",4
"2003-01","VANDALISM","PARK",31
"2003-01","VEHICLE THEFT","PARK",81
"2003-01","WARRANTS","PARK",49
"2003-01","WEAPON LAWS","PARK",6
"2003-01","ARSON","RICHMOND",3
"2003-01","ASSAULT","RICHMOND",67
"2003-01","BURGLARY","RICHMOND",35
"2003-01","DISORDERLY CONDUCT","RICHMOND",6
"2003-01","DRIVING UNDER THE INFLUENCE","RICHMOND",1
"2003-01","DRUG/NARCOTIC","RICHMOND",9
"2003-01","DRUNKENNESS","RICHMOND",4
"2003-01","EMBEZZLEMENT","RICHMOND",1
"2003-01","FORGERY/COUNTERFEITING","RICHMOND",15
"2003-01","FRAUD","RICHMOND",24
"2003-01","LARCENY/THEFT","RICHMOND",118
"2003-01","LIQUOR LAWS","RICHMOND",2
"2003-01","LOITERING","RICHMOND",1
"2003-01","MISSING PERSON","RICHMOND",20
"2003-01","NON-CRIMINAL","RICHMOND",64
"2003-01","OTHER OFFENSES","RICHMOND",88
"2003-01","PROSTITUTION","RICHMOND",3
"2003-01","ROBBERY","RICHMOND",12
"2003-01","RUNAWAY","RICHMOND",2
"2003-01","SECONDARY CODES","RICHMOND",8
"2003-01","SEX OFFENSES, FORCIBLE","RICHMOND",2
"2003-01","STOLEN PROPERTY","RICHMOND",1
"2003-01","SUSPICIOUS OCC","RICHMOND",23
"2003-01","TRESPASS","RICHMOND",10
"2003-01","VANDALISM","RICHMOND",46
"2003-01","VEHICLE THEFT","RICHMOND",79
"2003-01","WARRANTS","RICHMOND",17
"2003-01","WEAPON LAWS","RICHMOND",5
"2003-01","ASSAULT","SOUTHERN",163
"2003-01","BAD CHECKS","SOUTHERN",2
"2003-01","BURGLARY","SOUTHERN",48
"2003-01","DISORDERLY CONDUCT","SOUTHERN",23
"2003-01","DRIVING UNDER THE INFLUENCE","SOUTHERN",4
"2003-01","DRUG/NARCOTIC","SOUTHERN",193
"2003-01","DRUNKENNESS","SOUTHERN",9
"2003-01","EMBEZZLEMENT","SOUTHERN",7
"2003-01","FAMILY OFFENSES","SOUTHERN",1
"2003-01","FORGERY/COUNTERFEITING","SOUTHERN",34
"2003-01","FRAUD","SOUTHERN",50
"2003-01","GAMBLING","SOUTHERN",1
"2003-01","KIDNAPPING","SOUTHERN",2
"2003-01","LARCENY/THEFT","SOUTHERN",467
"2003-01","LIQUOR LAWS","SOUTHERN",2
"2003-01","LOITERING","SOUTHERN",1
"2003-01","MISSING PERSON","SOUTHERN",15
"2003-01","NON-CRIMINAL","SOUTHERN",173
"2003-01","OTHER OFFENSES","SOUTHERN",367
"2003-01","ROBBERY","SOUTHERN",38
"2003-01","SECONDARY CODES","SOUTHERN",12
"2003-01","SEX OFFENSES, FORCIBLE","SOUTHERN",9
"2003-01","STOLEN PROPERTY","SOUTHERN",11
"2003-01","SUSPICIOUS OCC","SOUTHERN",51
"2003-01","TRESPASS","SOUTHERN",46
"2003-01","VANDALISM","SOUTHERN",77
"2003-01","VEHICLE THEFT","SOUTHERN",117
"2003-01","WARRANTS","SOUTHERN",181
"2003-01","WEAPON LAWS","SOUTHERN",12
"2003-01","ASSAULT","TARAVAL",92
"2003-01","BRIBERY","TARAVAL",1
"2003-01","BURGLARY","TARAVAL",42
"2003-01","DRIVING UNDER THE INFLUENCE","TARAVAL",1
"2003-01","DRUG/NARCOTIC","TARAVAL",29
"2003-01","DRUNKENNESS","TARAVAL",1
"2003-01","EMBEZZLEMENT","TARAVAL",1
"2003-01","EXTORTION","TARAVAL",1
"2003-01","FORGERY/COUNTERFEITING","TARAVAL",13
"2003-01","FRAUD","TARAVAL",30
"2003-01","KIDNAPPING","TARAVAL",2
"2003-01","LARCENY/THEFT","TARAVAL",177
"2003-01","LOITERING","TARAVAL",1
"2003-01","MISSING PERSON","TARAVAL",42
"2003-01","NON-CRIMINAL","TARAVAL",93
"2003-01","OTHER OFFENSES","TARAVAL",113
"2003-01","PROSTITUTION","TARAVAL",3
"2003-01","ROBBERY","TARAVAL",17
"2003-01","RUNAWAY","TARAVAL",9
"2003-01","SECONDARY CODES","TARAVAL",8
"2003-01","SEX OFFENSES, FORCIBLE","TARAVAL",5
"2003-01","SEX OFFENSES, NON FORCIBLE","TARAVAL",1
"2003-01","STOLEN PROPERTY","TARAVAL",4
"2003-01","SUSPICIOUS OCC","TARAVAL",34
"2003-01","TRESPASS","TARAVAL",6
"2003-01","VANDALISM","TARAVAL",59
"2003-01","VEHICLE THEFT","TARAVAL",121
"2003-01","WARRANTS","TARAVAL",32
"2003-01","WEAPON LAWS","TARAVAL",9
"2003-01","ARSON","TENDERLOIN",1
"2003-01","ASSAULT","TENDERLOIN",108
"2003-01","BRIBERY","TENDERLOIN",1
"2003-01","BURGLARY","TENDERLOIN",29
"2003-01","DISORDERLY CONDUCT","TENDERLOIN",3
"2003-01","DRIVING UNDER THE INFLUENCE","TENDERLOIN",8
"2003-01","DRUG/NARCOTIC","TENDERLOIN",255
"2003-01","DRUNKENNESS","TENDERLOIN",12
"2003-01","EMBEZZLEMENT","TENDERLOIN",4
"2003-01","FORGERY/COUNTERFEITING","TENDERLOIN",8
"2003-01","FRAUD","TENDERLOIN",22
"2003-01","KIDNAPPING","TENDERLOIN",1
"2003-01","LARCENY/THEFT","TENDERLOIN",143
"2003-01","LIQUOR LAWS","TENDERLOIN",1
"2003-01","LOITERING","TENDERLOIN",1
"2003-01","MISSING PERSON","TENDERLOIN",9
"2003-01","NON-CRIMINAL","TENDERLOIN",78
"2003-01","OTHER OFFENSES","TENDERLOIN",182
"2003-01","PROSTITUTION","TENDERLOIN",28
"2003-01","ROBBERY","TENDERLOIN",26
"2003-01","SECONDARY CODES","TENDERLOIN",8
"2003-01","SEX OFFENSES, FORCIBLE","TENDERLOIN",5
"2003-01","STOLEN PROPERTY","TENDERLOIN",5
"2003-01","SUSPICIOUS OCC","TENDERLOIN",25
"2003-01","TRESPASS","TENDERLOIN",20
"2003-01","VANDALISM","TENDERLOIN",22
"2003-01","VEHICLE THEFT","TENDERLOIN",28
"2003-01","WARRANTS","TENDERLOIN",113
"2003-01","WEAPON LAWS","TENDERLOIN",12
"2003-02","ARSON","BAYVIEW",6
"2003-02","ASSAULT","BAYVIEW",153
"2003-02","BAD CHECKS","BAYVIEW",1
"2003-02","BRIBERY","BAYVIEW",1
"2003-02","BURGLARY","BAYVIEW",56
"2003-02","DISORDERLY CONDUCT","BAYVIEW",10
"2003-02","DRIVING UNDER THE INFLUENCE","BAYVIEW",1
"2003-02","DRUG/NARCOTIC","BAYVIEW",81
"2003-02","DRUNKENNESS","BAYVIEW",4
"2003-02","EMBEZZLEMENT","BAYVIEW",1
"2003-02","FAMILY OFFENSES","BAYVIEW",3
"2003-02","FORGERY/COUNTERFEITING","BAYVIEW",9
"2003-02","FRAUD","BAYVIEW",9
"2003-02","KIDNAPPING","BAYVIEW",2
"2003-02","LARCENY/THEFT","BAYVIEW",141
"2003-02","LIQUOR LAWS","BAYVIEW",3
"2003-02","MISSING PERSON","BAYVIEW",69
"2003-02","NON-CRIMINAL","BAYVIEW",75
"2003-02","OTHER OFFENSES","BAYVIEW",192
"2003-02","ROBBERY","BAYVIEW",26
"2003-02","RUNAWAY","BAYVIEW",2
"2003-02","SECONDARY CODES","BAYVIEW",10
"2003-02","SEX OFFENSES, NON FORCIBLE","BAYVIEW",1
"2003-02","STOLEN PROPERTY","BAYVIEW",7
"2003-02","SUSPICIOUS OCC","BAYVIEW",45
"2003-02","TRESPASS","BAYVIEW",9
"2003-02","VANDALISM","BAYVIEW",63
"2003-02","VEHICLE THEFT","BAYVIEW",157
"2003-02","WARRANTS","BAYVIEW",90
"2003-02","WEAPON LAWS","BAYVIEW",17
"2003-02","ARSON","CENTRAL",1
"2003-02","ASSAULT","CENTRAL",89
"2003-02","BURGLARY","CENTRAL",33
"2003-02","DISORDERLY CONDUCT","CENTRAL",7
"2003-02","DRIVING UNDER THE INFLUENCE","CENTRAL",1
"2003-02","DRUG/NARCOTIC","CENTRAL",33
"2003-02","DRUNKENNESS","CENTRAL",7
"2003-02","EMBEZZLEMENT","CENTRAL",3
"2003-02","FAMILY OFFENSES","CENTRAL",1
"2003-02","FORGERY/COUNTERFEITING","CENTRAL",19
"2003-02","FRAUD","CENTRAL",28
"2003-02","GAMBLING","CENTRAL",1
"2003-02","LARCENY/THEFT","CENTRAL",257
"2003-02","LIQUOR LAWS","CENTRAL",1
"2003-02","LOITERING","CENTRAL",3
"2003-02","MISSING PERSON","CENTRAL",8
"2003-02","NON-CRIMINAL","CENTRAL",129
"2003-02","OTHER OFFENSES","CENTRAL",133
"2003-02","PORNOGRAPHY/OBSCENE MAT","CENTRAL",1
"2003-02","PROSTITUTION","CENTRAL",8
"2003-02","ROBBERY","CENTRAL",23
"2003-02","SECONDARY CODES","CENTRAL",9
"2003-02","SEX OFFENSES, FORCIBLE","CENTRAL",6
"2003-02","STOLEN PROPERTY","CENTRAL",7
"2003-02","SUICIDE","CENTRAL",1
"2003-02","SUSPICIOUS OCC","CENTRAL",46
"2003-02","TRESPASS","CENTRAL",15
"2003-02","VANDALISM","CENTRAL",33
"2003-02","VEHICLE THEFT","CENTRAL",90
"2003-02","WARRANTS","CENTRAL",59
"2003-02","WEAPON LAWS","CENTRAL",9
"2003-02","ARSON","INGLESIDE",4
"2003-02","ASSAULT","INGLESIDE",144
"2003-02","BURGLARY","INGLESIDE",49
"2003-02","DISORDERLY CONDUCT","INGLESIDE",3
"2003-02","DRIVING UNDER THE INFLUENCE","INGLESIDE",3
"2003-02","DRUG/NARCOTIC","INGLESIDE",44
"2003-02","DRUNKENNESS","INGLESIDE",3
"2003-02","EMBEZZLEMENT","INGLESIDE",1
"2003-02","FAMILY OFFENSES","INGLESIDE",6
"2003-02","FORGERY/COUNTERFEITING","INGLESIDE",9
"2003-02","FRAUD","INGLESIDE",17
"2003-02","KIDNAPPING","INGLESIDE",2
"2003-02","LARCENY/THEFT","INGLESIDE",140
"2003-02","LIQUOR LAWS","INGLESIDE",1
"2003-02","MISSING PERSON","INGLESIDE",53
"2003-02","NON-CRIMINAL","INGLESIDE",81
"2003-02","OTHER OFFENSES","INGLESIDE",154
"2003-02","ROBBERY","INGLESIDE",40
"2003-02","RUNAWAY","INGLESIDE",5
"2003-02","SECONDARY CODES","INGLESIDE",16
"2003-02","SEX OFFENSES, FORCIBLE","INGLESIDE",9
"2003-02","SEX OFFENSES, NON FORCIBLE","INGLESIDE",1
"2003-02","STOLEN PROPERTY","INGLESIDE",7
"2003-02","SUICIDE","INGLESIDE",1
"2003-02","SUSPICIOUS OCC","INGLESIDE",47
"2003-02","TRESPASS","INGLESIDE",11
"2003-02","VANDALISM","INGLESIDE",70
"2003-02","VEHICLE THEFT","INGLESIDE",175
"2003-02","WARRANTS","INGLESIDE",55
"2003-02","WEAPON LAWS","INGLESIDE",17
"2003-02","ARSON","MISSION",3
"2003-02","ASSAULT","MISSION",113
"2003-02","BAD CHECKS","MISSION",1
"2003-02","BRIBERY","MISSION",1
"2003-02","BURGLARY","MISSION",53
"2003-02","DISORDERLY CONDUCT","MISSION",18
"2003-02","DRIVING UNDER THE INFLUENCE","MISSION",3
"2003-02","DRUG/NARCOTIC","MISSION",222
"2003-02","DRUNKENNESS","MISSION",13
"2003-02","FAMILY OFFENSES","MISSION",1
"2003-02","FORGERY/COUNTERFEITING","MISSION",28
"2003-02","FRAUD","MISSION",22
"2003-02","KIDNAPPING","MISSION",1
"2003-02","LARCENY/THEFT","MISSION",230
"2003-02","LIQUOR LAWS","MISSION",11
"2003-02","LOITERING","MISSION",3
"2003-02","MISSING PERSON","MISSION",34
"2003-02","NON-CRIMINAL","MISSION",149
"2003-02","OTHER OFFENSES","MISSION",368
"2003-02","PROSTITUTION","MISSION",63
"2003-02","ROBBERY","MISSION",26
"2003-02","RUNAWAY","MISSION",3
"2003-02","SECONDARY CODES","MISSION",8
"2003-02","SEX OFFENSES, FORCIBLE","MISSION",6
"2003-02","STOLEN PROPERTY","MISSION",3
"2003-02","SUICIDE","MISSION",1
"2003-02","SUSPICIOUS OCC","MISSION",35
"2003-02","TRESPASS","MISSION",9
"2003-02","VANDALISM","MISSION",59
"2003-02","VEHICLE THEFT","MISSION",117
"2003-02","WARRANTS","MISSION",120
"2003-02","WEAPON LAWS","MISSION",12
"2003-02","ARSON","NORTHERN",1
"2003-02","ASSAULT","NORTHERN",134
"2003-02","BURGLARY","NORTHERN",74
"2003-02","DISORDERLY CONDUCT","NORTHERN",12
"2003-02","DRIVING UNDER THE INFLUENCE","NORTHERN",1
"2003-02","DRUG/NARCOTIC","NORTHERN",70
"2003-02","DRUNKENNESS","NORTHERN",3
"2003-02","EMBEZZLEMENT","NORTHERN",4
"2003-02","FAMILY OFFENSES","NORTHERN",1
"2003-02","FORGERY/COUNTERFEITING","NORTHERN",25
"2003-02","FRAUD","NORTHERN",35
"2003-02","KIDNAPPING","NORTHERN",2
"2003-02","LARCENY/THEFT","NORTHERN",359
"2003-02","LOITERING","NORTHERN",2
"2003-02","MISSING PERSON","NORTHERN",32
"2003-02","NON-CRIMINAL","NORTHERN",108
"2003-02","OTHER OFFENSES","NORTHERN",163
"2003-02","PROSTITUTION","NORTHERN",73
"2003-02","ROBBERY","NORTHERN",33
"2003-02","RUNAWAY","NORTHERN",4
"2003-02","SECONDARY CODES","NORTHERN",8
"2003-02","SEX OFFENSES, FORCIBLE","NORTHERN",6
"2003-02","SEX OFFENSES, NON FORCIBLE","NORTHERN",2
"2003-02","STOLEN PROPERTY","NORTHERN",8
"2003-02","SUSPICIOUS OCC","NORTHERN",46
"2003-02","TRESPASS","NORTHERN",9
"2003-02","VANDALISM","NORTHERN",65
"2003-02","VEHICLE THEFT","NORTHERN",121
"2003-02","WARRANTS","NORTHERN",68
"2003-02","WEAPON LAWS","NORTHERN",10
"2003-02","ARSON","PARK",1
"2003-02","ASSAULT","PARK",54
"2003-02","BAD CHECKS","PARK",1
"2003-02","BURGLARY","PARK",43
"2003-02","DISORDERLY CONDUCT","PARK",3
"2003-02","DRIVING UNDER THE INFLUENCE","PARK",3
"2003-02","DRUG/NARCOTIC","PARK",23
"2003-02","DRUNKENNESS","PARK",10
"2003-02","FAMILY OFFENSES","PARK",1
"2003-02","FORGERY/COUNTERFEITING","PARK",8
"2003-02","FRAUD","PARK",10
"2003-02","KIDNAPPING","PARK",3
"2003-02","LARCENY/THEFT","PARK",113
"2003-02","LIQUOR LAWS","PARK",1
"2003-02","MISSING PERSON","PARK",25
"2003-02","NON-CRIMINAL","PARK",37
"2003-02","OTHER OFFENSES","PARK",80
"2003-02","PROSTITUTION","PARK",1
"2003-02","ROBBERY","PARK",14
"2003-02","RUNAWAY","PARK",5
"2003-02","SECONDARY CODES","PARK",6
"2003-02","SEX OFFENSES, FORCIBLE","PARK",3
"2003-02","STOLEN PROPERTY","PARK",1
"2003-02","SUSPICIOUS OCC","PARK",23
"2003-02","TRESPASS","PARK",1
"2003-02","VANDALISM","PARK",21
"2003-02","VEHICLE THEFT","PARK",74
"2003-02","WARRANTS","PARK",31
"2003-02","WEAPON LAWS","PARK",6
"2003-02","ASSAULT","RICHMOND",49
"2003-02","BAD CHECKS","RICHMOND",1
"2003-02","BURGLARY","RICHMOND",42
"2003-02","DISORDERLY CONDUCT","RICHMOND",2
"2003-02","DRIVING UNDER THE INFLUENCE","RICHMOND",4
"2003-02","DRUG/NARCOTIC","RICHMOND",12
"2003-02","DRUNKENNESS","RICHMOND",1
"2003-02","EMBEZZLEMENT","RICHMOND",1
"2003-02","EXTORTION","RICHMOND",1
"2003-02","FORGERY/COUNTERFEITING","RICHMOND",12
"2003-02","FRAUD","RICHMOND",16
"2003-02","KIDNAPPING","RICHMOND",2
"2003-02","LARCENY/THEFT","RICHMOND",113
"2003-02","MISSING PERSON","RICHMOND",16
"2003-02","NON-CRIMINAL","RICHMOND",66
"2003-02","OTHER OFFENSES","RICHMOND",70
"2003-02","PROSTITUTION","RICHMOND",3
"2003-02","ROBBERY","RICHMOND",10
"2003-02","RUNAWAY","RICHMOND",1
"2003-02","SECONDARY CODES","RICHMOND",3
"2003-02","STOLEN PROPERTY","RICHMOND",3
"2003-02","SUICIDE","RICHMOND",2
"2003-02","SUSPICIOUS OCC","RICHMOND",29
"2003-02","TRESPASS","RICHMOND",4
"2003-02","VANDALISM","RICHMOND",54
"2003-02","VEHICLE THEFT","RICHMOND",97
"2003-02","WARRANTS","RICHMOND",21
"2003-02","WEAPON LAWS","RICHMOND",5
"2003-02","ASSAULT","SOUTHERN",146
"2003-02","BAD CHECKS","SOUTHERN",2
"2003-02","BURGLARY","SOUTHERN",42
"2003-02","DISORDERLY CONDUCT","SOUTHERN",14
"2003-02","DRIVING UNDER THE INFLUENCE","SOUTHERN",4
"2003-02","DRUG/NARCOTIC","SOUTHERN",195
"2003-02","DRUNKENNESS","SOUTHERN",8
"2003-02","EMBEZZLEMENT","SOUTHERN",1
"2003-02","FORGERY/COUNTERFEITING","SOUTHERN",37
"2003-02","FRAUD","SOUTHERN",53
"2003-02","KIDNAPPING","SOUTHERN",1
"2003-02","LARCENY/THEFT","SOUTHERN",470
"2003-02","LIQUOR LAWS","SOUTHERN",2
"2003-02","LOITERING","SOUTHERN",2
"2003-02","MISSING PERSON","SOUTHERN",21
"2003-02","NON-CRIMINAL","SOUTHERN",187
"2003-02","OTHER OFFENSES","SOUTHERN",402
"2003-02","PROSTITUTION","SOUTHERN",5
"2003-02","ROBBERY","SOUTHERN",39
"2003-02","SECONDARY CODES","SOUTHERN",11
"2003-02","SEX OFFENSES, FORCIBLE","SOUTHERN",11
"2003-02","SEX OFFENSES, NON FORCIBLE","SOUTHERN",1
"2003-02","STOLEN PROPERTY","SOUTHERN",10
"2003-02","SUICIDE","SOUTHERN",2
"2003-02","SUSPICIOUS OCC","SOUTHERN",41
"2003-02","TRESPASS","SOUTHERN",26
"2003-02","VANDALISM","SOUTHERN",45
"2003-02","VEHICLE THEFT","SOUTHERN",104
"2003-02","WARRANTS","SOUTHERN",170
"2003-02","WEAPON LAWS","SOUTHERN",19
"2003-02","ARSON","TARAVAL",1
"2003-02","ASSAULT","TARAVAL",73
"2003-02","BURGLARY","TARAVAL",44
"2003-02","DRIVING UNDER THE INFLUENCE","TARAVAL",3
"2003-02","DRUG/NARCOTIC","TARAVAL",27
"2003-02","EMBEZZLEMENT","TARAVAL",2
"2003-02","FAMILY OFFENSES","TARAVAL",1
"2003-02","FORGERY/COUNTERFEITING","TARAVAL",12
"2003-02","FRAUD","TARAVAL",26
"2003-02","KIDNAPPING","TARAVAL",2
"2003-02","LARCENY/THEFT","TARAVAL",149
"2003-02","LIQUOR LAWS","TARAVAL",1
"2003-02","LOITERING","TARAVAL",3
"2003-02","MISSING PERSON","TARAVAL",62
"2003-02","NON-CRIMINAL","TARAVAL",77
"2003-02","OTHER OFFENSES","TARAVAL",103
"2003-02","ROBBERY","TARAVAL",12
"2003-02","RUNAWAY","TARAVAL",6
"2003-02","SECONDARY CODES","TARAVAL",12
